P026	0.99777955,0.803396,0.015418291,0.99567175,0.025666893,0.76320475,0.0016414225,0.008592874,0.09523353,0.31470934
P028	0.9998834,0.89205325,0.0030099154,0.99970895,0.004943937,0.8868065,6.7502886e-05,0.0015752912,0.03892398,0.33835933
P009	0.9956803,0.8015317,0.03001213,0.9916099,0.04788041,0.75449437,0.002762556,0.016268164,0.13321957,0.39865255
P006	0.999916,0.90643275,0.0021072328,0.99978316,0.004111141,0.87790865,4.0952764e-05,0.00088611245,0.0332717,0.30123758
P067	0.9999894,0.9384371,0.00046947598,0.99996674,0.0011036992,0.9114518,4.756032e-06,0.00016146898,0.015154541,0.22894037
P017	0.99999964,0.9774934,8.847881e-05,0.99999845,0.00022011995,0.9676805,8.398198e-08,2.2997297e-05,0.0058769584,0.31767786
P046	0.99910915,0.8510317,0.010456085,0.998075,0.017957628,0.81320745,0.0005095005,0.00516364,0.07755053,0.35982054
P057	0.9921664,0.7948201,0.04423231,0.982854,0.08161193,0.7077903,0.0053004622,0.020132303,0.17206874,0.39410573
P105	0.9999082,0.89228225,0.0020670593,0.99974084,0.004075289,0.87297213,6.385178e-05,0.0009455681,0.03397569,0.2600453
P031	0.9981837,0.8111625,0.012926906,0.9963249,0.022768468,0.76304936,0.0013424456,0.0068003833,0.088279694,0.29654688
P003	0.9888798,0.76450264,0.06907484,0.9780443,0.11307305,0.70642924,0.0070573986,0.03539279,0.21461058,0.43603227
P047	0.93444264,0.22413549,0.75750136,0.29290712,0.90682495,0.6664968,0.87534714,0.8711705,0.96339333,0.70006317
P056	0.779734,0.5838565,0.3217333,0.7419014,0.35338688,0.56366485,0.20306894,0.28628224,0.39823955,0.49221376
P025	0.9876976,0.7472588,0.045796067,0.9770342,0.07900813,0.667389,0.010118246,0.024539262,0.17120758,0.33396804
P054	0.72479045,0.51225543,0.29064587,0.66857904,0.35046753,0.51399964,0.31059366,0.26188165,0.38202935,0.38552257
P004	0.95189893,0.69384295,0.12774822,0.92241746,0.18370563,0.62514216,0.039491773,0.08085179,0.27180088,0.42382848
P005	0.992605,0.069631845,0.883666,0.22899157,0.96428055,0.8299682,0.95125836,0.9786016,0.9966298,0.836357
P010	0.9625882,0.1285123,0.771462,0.20246106,0.9243568,0.73258317,0.86660576,0.8579297,0.97090113,0.84944737
P013	0.9740621,0.67104775,0.09177378,0.9582906,0.14114377,0.62837875,0.021503776,0.056557745,0.24819973,0.35045153
P015	0.84297484,0.45956492,0.30892745,0.74685526,0.4627,0.5150974,0.16567129,0.21987218,0.46355993,0.32337412
P016	0.9894314,0.08936593,0.9025414,0.11923307,0.97463214,0.7764416,0.9513315,0.9560498,0.9961911,0.870401
P022	0.90810317,0.60651326,0.23230329,0.85512,0.30546927,0.6095627,0.08537707,0.17273587,0.368344,0.44949254
P099	0.92513,0.6660081,0.19964972,0.9019761,0.22051331,0.6582812,0.05549997,0.16681793,0.3109284,0.5282975
P029	0.92574006,0.65933496,0.17515546,0.8987483,0.21097225,0.6303575,0.060489237,0.13657379,0.29991782,0.47090667
P035	0.93480396,0.6188501,0.18736064,0.84444153,0.36180842,0.5822609,0.05886939,0.09002885,0.36964393,0.3708842
P036	0.88983524,0.22191775,0.72525257,0.22147226,0.8911319,0.6705898,0.77532494,0.70270616,0.91952205,0.7797066
P100	0.86204934,0.5426643,0.28892803,0.76289046,0.44815165,0.5515345,0.13037324,0.18304148,0.4377967,0.38920656
P045	0.8678143,0.47622025,0.24205244,0.72548586,0.47016248,0.47439203,0.15669826,0.12589675,0.44052488,0.25498024
P102	0.95927507,0.69589937,0.11115497,0.9348533,0.16002277,0.63210297,0.033752322,0.071187526,0.25328767,0.4093007
P058	0.9951411,0.7612679,0.022752613,0.99185395,0.035045624,0.7231369,0.0039039254,0.014325112,0.11366165,0.30498344
P103	0.79153144,0.34324402,0.73555344,0.4567021,0.7336842,0.5989207,0.76569057,0.84705573,0.9033356,0.47599205
P065	0.9895276,0.7309263,0.04193738,0.9842012,0.056675136,0.7086355,0.0082864165,0.029939681,0.14981836,0.35986355
P108	0.73921186,0.4610465,0.621966,0.48260313,0.63327646,0.56171227,0.4800415,0.6445108,0.7161016,0.6416538
P104	0.89109963,0.6075865,0.18525794,0.86799514,0.21411026,0.5904369,0.10324785,0.1609126,0.30438238,0.42031378
P107	0.9690357,0.17456573,0.8555073,0.20975631,0.93957496,0.6403903,0.8916391,0.92702806,0.987242,0.8120275
P074	0.9304799,0.6541196,0.13359329,0.89487857,0.19495797,0.57758945,0.066604346,0.08798286,0.27972794,0.36832294
P076	0.9492295,0.1746839,0.7677778,0.2519914,0.8861337,0.7223969,0.85325885,0.8660053,0.96006465,0.78222257
P095	0.92778313,0.6013683,0.13914225,0.91295296,0.16169325,0.6074737,0.07093215,0.1207397,0.25584447,0.38309768
P019	0.981919,0.75025654,0.09888622,0.96723425,0.14383143,0.7043878,0.011268437,0.05698532,0.24488041,0.48743698
P024	0.8045524,0.5150787,0.31335744,0.71678066,0.43132102,0.4843171,0.20539197,0.22341529,0.45512754,0.36006266
P051	0.89743876,0.67425233,0.26519975,0.8243442,0.35889858,0.59129447,0.078614086,0.16465667,0.40083432,0.51473725
